512 	 732 	 10 	 0.30 
 
-3	-1	0
126	14	0
214	-9	0
346	-20	0
422	-9	0
454	17	0
612	-16	7
692	-27	7
787	-38	7
903	-34	7
969	20	7
1100	-12	7
1190	7	4
1316	-16	4
1391	27	4
1485	13	4
1620	4	4
1693	16	4
1841	14	4
1901	19	4
1964	-12	4
2072	-16	4
2211	32	4
2298	15	4
2414	-2	4
2489	7	4
2579	9	3
2712	-35	3
2831	2	3
2887	-28	3
3048	2	3
3120	-22	3
-10	88	0
119	148	0
183	101	0
279	99	0
387	94	0
520	94	0
581	58	0
699	63	7
806	78	7
918	81	7
979	132	7
1140	70	4
1204	86	4
1288	129	4
1376	59	4
1505	97	4
1596	134	4
1668	76	4
1791	64	4
1926	102	4
1997	127	4
2061	98	4
2185	78	4
2298	88	4
2377	89	4
2513	65	3
2613	126	3
2701	100	3
2782	122	3
2884	108	3
3003	102	3
3075	107	3
27	184	0
101	171	0
210	180	0
279	160	0
380	203	0
480	199	0
587	179	7
669	202	7
823	193	7
940	201	7
973	203	7
1094	202	4
1232	185	4
1287	224	4
1378	215	4
1507	198	4
1614	176	4
1700	178	4
1810	197	4
1915	193	4
2033	184	4
2107	152	4
2194	179	4
2314	180	4
2391	182	4
2532	178	3
2602	222	3
2689	217	3
2786	184	3
2924	213	3
3013	211	3
3106	218	3
37	302	0
130	281	0
177	295	0
311	282	0
423	281	0
516	322	0
624	285	7
680	292	7
770	331	7
918	293	7
1013	347	7
1108	309	4
1202	346	4
1337	310	4
1383	298	4
1469	284	4
1617	308	4
1685	303	4
1845	296	9
1924	287	4
2013	301	4
2099	276	4
2180	289	4
2295	309	4
2395	300	4
2504	329	4
2635	317	3
2709	258	3
2849	296	3
2930	262	3
2984	292	3
3113	294	3
44	393	0
61	410	0
184	411	0
288	377	0
406	416	0
522	413	0
587	369	7
689	415	7
762	396	7
929	381	7
996	391	7
1097	407	4
1181	437	4
1267	415	4
1411	396	4
1473	375	4
1615	435	4
1727	361	4
1809	390	9
1924	409	4
1995	391	4
2095	396	4
2181	405	4
2259	417	4
2418	399	2
2504	360	3
2603	412	3
2703	351	3
2809	378	3
2869	411	3
2999	391	3
3101	377	3
-2	489	0
89	525	0
194	521	0
303	496	0
385	512	0
525	496	0
634	483	7
697	473	7
787	527	7
902	483	7
998	497	7
1093	505	7
1201	488	4
1278	513	4
1417	544	4
1518	510	4
1588	461	4
1702	499	9
1766	492	9
1908	519	4
2025	499	4
2092	500	4
2189	466	4
2337	503	2
2398	457	2
2484	512	2
2611	476	2
2700	475	3
2802	508	3
2895	516	3
2998	509	3
3093	491	2
35	626	1
98	589	0
229	581	0
316	559	0
378	563	0
510	617	7
593	624	7
694	616	7
808	601	7
912	603	7
990	568	7
1102	603	7
1164	609	9
1297	571	9
1420	585	4
1528	571	9
1581	587	9
1746	613	9
1771	605	9
1864	619	9
1985	603	4
2089	579	4
2174	599	4
2279	636	2
2436	615	2
2505	593	2
2577	628	2
2742	608	2
2798	604	3
2892	625	3
2966	595	3
3074	577	2
11	693	1
106	697	1
171	660	0
308	685	7
420	696	7
491	703	7
598	697	7
700	723	7
765	727	7
858	718	7
1033	665	7
1090	655	7
1218	678	9
1320	734	9
1384	723	9
1512	740	9
1609	716	9
1669	675	9
1835	684	9
1900	717	9
1968	701	9
2126	716	9
2177	731	9
2301	704	2
2381	682	2
2468	677	2
2572	726	2
2708	659	2
2822	660	3
2919	694	2
2979	697	2
3146	656	2
17	827	1
100	822	1
206	824	1
310	798	7
398	784	7
496	811	7
610	787	7
695	804	7
809	796	7
890	777	7
974	797	8
1077	801	9
1207	804	9
1283	798	9
1394	783	9
1497	802	9
1622	822	9
1673	826	9
1814	800	9
1872	787	9
1999	798	9
2068	802	9
2205	808	9
2286	786	2
2406	825	2
2463	812	2
2605	816	2
2715	795	2
2801	815	2
2937	801	2
3011	769	2
3102	812	2
21	908	1
102	888	1
186	921	1
270	924	1
382	934	7
503	911	7
559	947	7
707	897	7
766	876	8
916	888	8
989	882	8
1129	878	8
1197	926	8
1291	879	9
1399	947	6
1499	931	6
1600	935	6
1695	890	9
1766	896	9
1919	896	9
2002	910	9
2109	912	5
2233	920	2
2301	891	2
2421	932	2
2532	914	2
2617	891	2
2691	907	2
2774	920	2
2911	921	2
3022	894	2
3126	893	2
42	976	1
91	1028	1
172	980	1
320	980	1
422	983	1
507	992	1
590	1014	7
728	998	8
793	989	8
915	1021	8
1004	995	8
1110	987	8
1200	1013	6
1327	1029	6
1401	1015	6
1498	1027	6
1613	1001	6
1690	1011	6
1781	998	9
1890	976	9
1989	971	5
2089	1040	5
2235	970	5
2322	1027	5
2396	971	2
2463	1006	2
2646	999	2
2657	989	2
2810	1023	2
2897	995	2
3028	1031	2
3060	1011	2
-8	1098	1
82	1139	1
202	1070	1
265	1088	1
432	1100	1
486	1089	1
618	1099	8
672	1125	8
795	1098	8
942	1097	8
999	1104	8
1092	1061	8
1163	1089	8
1271	1098	6
1361	1098	6
1482	1109	6
1612	1077	6
1727	1106	6
1798	1088	6
1897	1096	5
2018	1131	5
2078	1083	5
2178	1099	5
2297	1124	5
2372	1118	5
2524	1108	2
2610	1096	2
2672	1096	2
2770	1090	2
2914	1126	2
3019	1141	2
3117	1093	2
13	1179	1
131	1207	1
182	1179	1
285	1172	1
402	1215	1
497	1186	1
612	1204	1
717	1174	8
801	1153	8
882	1195	8
1037	1169	8
1106	1188	8
1206	1231	6
1286	1172	6
1392	1205	6
1461	1210	6
1638	1167	6
1741	1192	6
1811	1239	6
1868	1154	5
2002	1192	5
2097	1221	5
2222	1195	5
2256	1184	5
2364	1195	5
2503	1221	2
2615	1164	2
2680	1192	2
2823	1201	2
2926	1223	2
3010	1204	2
3094	1192	2
17	1307	1
90	1276	1
202	1295	1
290	1342	1
405	1295	1
511	1338	1
616	1281	1
707	1309	8
807	1303	8
894	1328	8
1020	1334	8
1087	1283	8
1197	1264	6
1324	1331	6
1444	1286	6
1530	1288	6
1577	1310	6
1661	1268	6
1802	1289	6
1934	1330	5
1983	1315	5
2137	1279	5
2227	1276	5
2279	1288	5
2393	1308	5
2503	1291	2
2622	1327	2
2677	1280	2
2780	1299	2
2910	1325	2
3018	1302	2
3141	1281	2
11	1401	1
99	1417	1
230	1418	1
308	1405	1
372	1433	1
501	1393	1
626	1407	8
713	1407	8
797	1397	8
928	1414	8
996	1413	8
1100	1380	8
1229	1429	6
1284	1434	6
1378	1387	6
1486	1392	6
1598	1413	6
1746	1408	6
1805	1371	5
1874	1394	5
2026	1429	5
2102	1434	5
2231	1379	5
2330	1425	5
2390	1403	5
2482	1435	5
2567	1382	2
2709	1435	2
2787	1395	2
2947	1393	2
2981	1397	2
3057	1387	2
-14	1512	1
98	1498	1
224	1469	1
294	1493	1
387	1485	1
516	1491	1
591	1505	8
738	1497	8
818	1509	8
923	1484	8
1008	1509	8
1114	1527	8
1215	1514	8
1317	1528	6
1425	1494	6
1473	1472	6
1615	1488	6
1690	1505	6
1802	1473	5
1905	1463	5
2001	1489	5
2091	1512	5
2229	1493	5
2309	1470	5
2417	1481	5
2508	1496	5
2603	1514	5
2681	1495	5
2802	1470	2
2879	1503	2
3022	1475	2
3070	1511	2

0 	 1 	191	22.00
0 	 32 	128	20.00
1 	 2 	218	18.00
1 	 33 	147	21.00
2 	 3 	181	18.00
2 	 34 	215	16.00
3 	 4 	120	23.00
3 	 35 	247	23.00
4 	 5 	141	24.00
4 	 36 	151	17.00
6 	 7 	204	18.00
6 	 38 	126	23.00
7 	 8 	264	18.00
7 	 39 	233	24.00
8 	 9 	193	17.00
8 	 40 	190	20.00
9 	 10 	130	23.00
9 	 41 	131	18.00
10 	 11 	173	17.00
10 	 42 	220	18.00
11 	 12 	165	18.00
12 	 13 	256	20.00
12 	 44 	233	16.00
13 	 14 	156	23.00
14 	 15 	232	19.00
15 	 16 	214	21.00
16 	 17 	248	24.00
16 	 48 	122	20.00
18 	 19 	241	16.00
18 	 50 	136	24.00
19 	 20 	154	20.00
19 	 51 	191	22.00
20 	 21 	129	20.00
