512	976	10	0.05

13	 -1	 0
116	 -28	 0
211	 27	 0
299	 0	 0
383	 2	 0
463	 -2	 0
640	 1	 8
733	 -40	 8
816	 -29	 8
921	 10	 8
973	 0	 6
1113	 5	 6
1203	 8	 6
1275	 -7	 6
1392	 9	 6
1488	 -5	 6
1576	 -10	 5
1741	 -32	 5
1786	 -12	 5
1908	 -1	 5
1987	 -15	 5
2124	 -16	 4
2191	 -1	 4
2297	 -4	 4
2394	 -25	 4
2494	 25	 4
2598	 -35	 4
2673	 48	 3
2821	 -43	 3
2901	 -31	 3
3000	 -16	 3
3099	 -14	 3
11	 94	 0
79	 122	 0
206	 118	 0
287	 71	 0
387	 75	 0
508	 144	 0
629	 96	 8
673	 99	 8
822	 108	 8
890	 105	 6
1031	 89	 6
1133	 106	 6
1168	 126	 6
1329	 63	 6
1433	 85	 6
1497	 100	 5
1587	 108	 5
1730	 90	 5
1790	 71	 5
1881	 92	 5
1966	 104	 4
2109	 113	 4
2214	 74	 4
2294	 93	 4
2404	 96	 4
2522	 93	 3
2585	 91	 3
2700	 92	 3
2786	 142	 3
2899	 79	 3
3013	 108	 3
3107	 114	 3
-29	 215	 0
71	 224	 0
200	 187	 0
258	 183	 0
400	 209	 0
542	 179	 0
575	 188	 0
691	 166	 8
802	 179	 8
882	 175	 8
981	 209	 6
1083	 233	 6
1200	 200	 6
1318	 182	 6
1432	 207	 5
1488	 195	 5
1612	 178	 5
1681	 221	 5
1799	 159	 5
1876	 162	 5
2002	 184	 4
2089	 186	 4
2192	 208	 4
2293	 215	 4
2439	 202	 4
2460	 214	 4
2568	 234	 3
2702	 235	 3
2798	 208	 3
2874	 185	 3
3039	 190	 3
3099	 235	 3
-19	 310	 0
106	 289	 0
237	 291	 0
349	 309	 0
355	 319	 0
509	 286	 0
576	 280	 0
727	 319	 8
802	 271	 8
930	 282	 6
1011	 322	 6
1083	 328	 6
1190	 333	 6
1312	 327	 6
1413	 288	 6
1523	 311	 5
1617	 260	 5
1686	 313	 5
1796	 294	 5
1898	 263	 5
1994	 291	 5
2066	 303	 4
2214	 324	 4
2333	 302	 4
2388	 314	 4
2508	 303	 4
2605	 345	 3
2722	 291	 3
2787	 331	 3
2902	 261	 3
3027	 300	 3
3060	 294	 3
-6	 402	 0
89	 403	 0
204	 413	 0
281	 400	 0
416	 432	 0
486	 364	 0
610	 372	 8
714	 410	 8
807	 368	 8
871	 428	 8
982	 394	 6
1106	 400	 6
1214	 398	 6
1293	 388	 6
1400	 396	 6
1484	 425	 6
1584	 383	 5
1687	 397	 5
1788	 381	 5
1899	 407	 5
1991	 383	 5
2108	 419	 4
2212	 386	 4
2313	 406	 4
2379	 390	 4
2493	 397	 4
2636	 425	 3
2714	 401	 3
2781	 399	 3
2869	 364	 3
2989	 358	 3
3116	 430	 3
13	 528	 8
100	 499	 8
225	 500	 0
319	 477	 0
422	 501	 8
475	 504	 8
606	 482	 8
707	 473	 8
780	 534	 8
934	 506	 8
